,Action Observation,Acupuncture,Age,Anti-Saccades,Braille Reading,Breath-Holding,CIAS,Chewing/Swallowing,Classical Conditioning,Counting/Calculation,Cued Explicit Recognition,Deception Task,Deductive Reasoning,Delay Discounting Task,Delayed Match To Sample,Divided Auditory Attention,Drawing,Eating/Drinking,Encoding,Episodic Recall,Face Monitor/Discrimination,Film Viewing,Finger Tapping,Fixation,Flanker Task,Flashing Checkerboard,Flexion/Extension,Free Word List Recall,Go/No-Go,Grasping,Imagined Movement,Imagined Objects/Scenes,Isometric Force,Mental Rotation,Micturition Task,Music Comprehension/Production,Naming (Covert),Naming (Overt),Non-Painful Electrical Stimulation,Non-Painful Thermal Stimulation,Oddball Discrimination,Olfactory Monitor/Discrimination,Orthographic Discrimination,Pain Monitor/Discrimination,PainLevel,Paired Associate Recall,Passive Listening,Passive Viewing,Phonological Discrimination,Pitch Monitor/Discrimination,Pointing,Posner Task,Reading (Covert),Reading (Overt),Recitation/Repetition (Covert),Recitation/Repetition (Overt),Rest,Reward Task,Saccades,Semantic Monitor/Discrimination,Sequence Recall/Learning,Sex,Simon Task,Sleep,Spatial/Location Discrimination,Sternberg Task,Stroop Task,SubjectID,Subjective Emotional Picture Discrimination,Syntactic Discrimination,Tactile Monitor/Discrimination,Task Switching,Theory of Mind Task,Tone Monitor/Discrimination,Tower of London,Transcranial Magnetic Stimulation,Vibrotactile Monitor/Discrimination,Video Games,Visual Distractor/Visual Attention,Visual Pursuit/Tracking,Whistling,Wisconsin Card Sorting Test,Word Generation (Covert),Word Generation (Overt),Word Stem Completion (Covert),Word Stem Completion (Overt),Writing,add_date,analysis_level,brain_coverage,brainpedia_labels,brainpedia_study,cognitive_contrast_cogatlas,cognitive_contrast_cogatlas_id,cognitive_paradigm_cogatlas,cognitive_paradigm_cogatlas_id,cognitive_paradigm_description_url,collection,collection_id,contrast_definition,contrast_definition_cogatlas,custom_prop,data,description,figure,file,file_size,id,image_type,is_thresholded,is_valid,label_description_file,map_type,modality,modify_date,n-back,name,nidm_results,nidm_results_ttl,not_mni,number_of_subjects,perc_bad_voxels,perc_voxels_outside,random_property_1,random_property_2,reduced_representation,smoothness_fwhm,statistic_parameters,task,thumbnail,type,url
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:27.469369Z,group,100.0,,,tone counting probe,cnt_54f8cb27bce65,tone counting,trm_4ebc6a6b75ebf,,http://neurovault.org/collections/43/,43,tone counting probe,,,,FSL5.0,,http://neurovault.org/media/images/43/task001_cope02_tone%20counting%20probe.nii.gz,873404,164,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:22:27.469387Z,,task001_002_tone counting probe.nii.gz,,,False,14.0,74.6869422542,0.0,,,http://neurovault.org/media/images/43/transform_4mm_164.npy,,,,http://neurovault.org/media/images/43/glass_brain_164.jpg,,http://neurovault.org/images/164/
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:03.778594Z,group,100.0,,,tone counting trials,cnt_4ebca9e1d3a16,tone counting,trm_4ebc6a6b75ebf,,http://neurovault.org/collections/43/,43,tone counting trials,,,,FSL5.0,,http://neurovault.org/media/images/43/task001_cope01_tone%20counting.nii.gz,877090,159,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:23:03.778616Z,,task001_001_tone counting.nii.gz,,,False,14.0,74.6869422542,0.0,,,http://neurovault.org/media/images/43/transform_4mm_159.npy,,,,http://neurovault.org/media/images/43/glass_brain_159.jpg,,http://neurovault.org/images/159/
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:20.047343Z,group,100.0,,,dual-task tone counting probe,cnt_4ebcaa52e7dbd,dual-task weather prediction,trm_4ebc98cc77e7b,,http://neurovault.org/collections/43/,43,dual-task tone counting probe,,,,FSL5.0,,http://neurovault.org/media/images/43/task003_cope02_dual-task%20probe.nii.gz,867863,157,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:23:20.047362Z,,task003_002_dual-task_probe.nii.gz,,,False,14.0,74.6869422542,0.0,,,http://neurovault.org/media/images/43/transform_4mm_157.npy,,,,http://neurovault.org/media/images/43/glass_brain_157.jpg,,http://neurovault.org/images/157/
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:38.067927Z,group,98.820918843,,,positive feedback,cnt_553a68284e225,Probabilistic classification task,trm_4cacf22a22d80,,http://neurovault.org/collections/44/,44,positive feedback,,,,FSL5.0,,http://neurovault.org/media/images/44/task001_cope01_positive%20feedback.nii.gz,870898,173,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T20:59:57.497315Z,,task001_001_positive feedback.nii.gz,,,False,14.0,74.9854037484,0.0,,,http://neurovault.org/media/images/44/transform_4mm_173.npy,,,,http://neurovault.org/media/images/44/glass_brain_173_1.jpg,,http://neurovault.org/images/173/
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:38.098799Z,group,98.820918843,,,negative feedback,cnt_553a682f464e7,Probabilistic classification task,trm_4cacf22a22d80,,http://neurovault.org/collections/44/,44,negative feedback,,,,FSL5.0,,http://neurovault.org/media/images/44/task001_cope02_negative%20feedback.nii.gz,870987,172,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T20:59:58.133701Z,,task001_002_negative feedback.nii.gz,,,False,14.0,74.9854037484,0.0,,,http://neurovault.org/media/images/44/transform_4mm_172.npy,,,,http://neurovault.org/media/images/44/glass_brain_172_1.jpg,,http://neurovault.org/images/172/
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:18.997237Z,group,100.0,,,incongruent minus congruent correct,cnt_5358f019cdf06,Eriksen flanker task,tsk_4a57abb949a4f,,http://neurovault.org/collections/45/,45,incongruent minus congruent correct,,,,FSL5.0,,http://neurovault.org/media/images/45/task001_cope09_incongruent_vs_congruent_correct.nii.gz,869300,178,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:23:18.997256Z,,task001_009_incongruent_vs_congruent_correct.nii.gz,,,False,26.0,74.6869422542,0.0,,,http://neurovault.org/media/images/45/transform_4mm_178.npy,,,,http://neurovault.org/media/images/45/glass_brain_178.jpg,,http://neurovault.org/images/178/
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:27.265154Z,group,100.0,,,incorrect minus correct,cnt_553a694a86e65,Eriksen flanker task,tsk_4a57abb949a4f,,http://neurovault.org/collections/45/,45,incorrect minus correct,,,,FSL5.0,,http://neurovault.org/media/images/45/task001_cope08_incorrect_vs_correct.nii.gz,866309,177,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:22:27.265174Z,,task001_008_incorrect_vs_correct.nii.gz,,,False,26.0,74.6869422542,0.0,,,http://neurovault.org/media/images/45/transform_4mm_177.npy,,,,http://neurovault.org/media/images/45/glass_brain_177.jpg,,http://neurovault.org/images/177/
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:45.668551Z,group,100.0,,,congruent correct,cnt_4decfedb91973,Eriksen flanker task,tsk_4a57abb949a4f,,http://neurovault.org/collections/45/,45,congruent correct,,,,FSL5.0,,http://neurovault.org/media/images/45/task001_cope01_congruent_correct.nii.gz,870247,183,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:21:45.668570Z,,task001_001_congruent_correct.nii.gz,,,False,26.0,74.6869422542,0.0,,,http://neurovault.org/media/images/45/transform_4mm_183.npy,,,,http://neurovault.org/media/images/45/glass_brain_183.jpg,,http://neurovault.org/images/183/
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:54.185744Z,group,92.351728575,,,consonant strings,cnt_55399e5ab094d,word one-back task,trm_4ebd482eba5b1,,http://neurovault.org/collections/46/,46,consonant strings,,,,FSL5.0,,http://neurovault.org/media/images/46/task001_cope04_Consonant%20strings.nii.gz,817054,190,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:21:54.185763Z,,task001_004_Consonant strings.nii.gz,,,False,49.0,76.6229536166,0.0,,,http://neurovault.org/media/images/46/transform_4mm_190.npy,,,,http://neurovault.org/media/images/46/glass_brain_190.jpg,,http://neurovault.org/images/190/
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:38.192255Z,group,92.351728575,,,objects,cnt_55399e5388e65,word one-back task,trm_4ebd482eba5b1,,http://neurovault.org/collections/46/,46,objects,,,,FSL5.0,,http://neurovault.org/media/images/46/task001_cope02_Objects.nii.gz,815718,188,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:00:00.784993Z,,task001_002_Objects.nii.gz,,,False,49.0,76.6229536166,0.0,,,http://neurovault.org/media/images/46/transform_4mm_188.npy,,,,http://neurovault.org/media/images/46/glass_brain_188_1.jpg,,http://neurovault.org/images/188/
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:36.868628Z,group,92.351728575,,,scrambled objects,cnt_55399e44106d4,word one-back task,trm_4ebd482eba5b1,,http://neurovault.org/collections/46/,46,scrambled objects,,,,FSL5.0,,http://neurovault.org/media/images/46/task001_cope03_Scrambled%20objects.nii.gz,816958,187,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T20:59:38.016309Z,,task001_003_Scrambled objects.nii.gz,,,False,49.0,76.6229536166,0.0,,,http://neurovault.org/media/images/46/transform_4mm_187.npy,,,,http://neurovault.org/media/images/46/glass_brain_187_1.jpg,,http://neurovault.org/images/187/
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:37.320079Z,group,92.351728575,,,words,cnt_55399e3b3d13e,word one-back task,trm_4ebd482eba5b1,,http://neurovault.org/collections/46/,46,words,,,,FSL5.0,,http://neurovault.org/media/images/46/task001_cope01_Words.nii.gz,816443,186,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T20:59:44.688664Z,,task001_001_Words.nii.gz,,,False,49.0,76.6229536166,0.0,,,http://neurovault.org/media/images/46/transform_4mm_186.npy,,,,http://neurovault.org/media/images/46/glass_brain_186_1.jpg,,http://neurovault.org/images/186/
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:20.416922Z,,94.4700480999,,,Faces,cnt_5531474e117df,emotion processing fMRI task paradigm,trm_550b5b066d37b,,http://neurovault.org/collections/71/,71,,,,,"Z-map of responses to .5s neutral faces that are modulated by preceding valence of 4s picture presentations (positive values on this map = greater activation for more positively valenced preceding pictures). N=90 healthy adults with wide range of age, gender, and ethnicity.",,http://neurovault.org/media/images/71/zstat1_1.nii.gz,901299,13634,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:47:53.174030Z,,Faces following positive-to-negative pictures,,,False,,73.852380103,8.5451833774,,,http://neurovault.org/media/images/71/transform_4mm_13634.npy,,,,http://neurovault.org/media/images/71/glass_brain_13634.jpg,,http://neurovault.org/images/13634/
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:20.447207Z,,94.4700480999,,,Faces,cnt_5531474e117df,emotion processing fMRI task paradigm,trm_550b5b066d37b,,http://neurovault.org/collections/71/,71,,,,,Z map of voxels where responses to neutral faces are modulated by the valence of preceding pictures. N=90 healthy adults (midus-refresher),,http://neurovault.org/media/images/71/zstat1.nii.gz,901299,13633,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:47:53.474728Z,,faceVal,,,False,,73.852380103,8.5451833774,,,http://neurovault.org/media/images/71/transform_4mm_13633.npy,,,,http://neurovault.org/media/images/71/glass_brain_13633.jpg,,http://neurovault.org/images/13633/
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:38.793083Z,group,81.4101505622,,,left audio click,cnt_553e85f11747b,functional localizer fMRI tasks,trm_553e85265f51e,,http://neurovault.org/collections/94/,94,left audio click,,,,Left button press with auditory cue,,http://neurovault.org/media/images/94/left_button_press_auditory_cue_1.nii.gz,214325,420,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:00:09.758854Z,,Left Button Press Auditory Cue,,,False,94.0,64.3846764848,0.859185053836,,,http://neurovault.org/media/images/94/transform_4mm_420.npy,,93.0,,http://neurovault.org/media/images/94/glass_brain_420_1.jpg,,http://neurovault.org/images/420/
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:38.452714Z,group,81.4101505622,,,video sentences,cnt_553e865074ad4,functional localizer fMRI tasks,trm_553e85265f51e,,http://neurovault.org/collections/94/,94,video sentences,,,,Sentence reading,,http://neurovault.org/media/images/94/sentence_reading_1.nii.gz,214293,419,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:00:04.787818Z,,Sentence reading,,,False,94.0,64.3846764848,0.859185053836,,,http://neurovault.org/media/images/94/transform_4mm_419.npy,,93.0,,http://neurovault.org/media/images/94/glass_brain_419_1.jpg,,http://neurovault.org/images/419/
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:38.660818Z,group,81.4101505622,,,video computation,cnt_553e8616191c4,functional localizer fMRI tasks,trm_553e85265f51e,,http://neurovault.org/collections/94/,94,video computation,,,,Calculation / computation tasks with visual cues: simple arithmetic.,,http://neurovault.org/media/images/94/calculation_visual_cue_1.nii.gz,214488,418,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:00:07.564214Z,,Calculation visual cue,,,False,94.0,64.3846764848,0.859185053836,,,http://neurovault.org/media/images/94/transform_4mm_418.npy,,93.0,,http://neurovault.org/media/images/94/glass_brain_418_1.jpg,,http://neurovault.org/images/418/
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:38.629697Z,group,81.4101505622,,,audio computation,cnt_553e860cb6e0a,functional localizer fMRI tasks,trm_553e85265f51e,,http://neurovault.org/collections/94/,94,audio computation,,,,Calculation / computation with auditory cue: simple arithmetic task.,,http://neurovault.org/media/images/94/calculation_auditory_cue_1.nii.gz,213485,415,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:00:07.256135Z,,Calculation Auditory Cue,,,False,94.0,64.3846764848,0.859185053836,,,http://neurovault.org/media/images/94/transform_4mm_415.npy,,93.0,,http://neurovault.org/media/images/94/glass_brain_415_1.jpg,,http://neurovault.org/images/415/
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:39.616181Z,group,81.4101505622,,,audio sentences,cnt_553e865d69738,functional localizer fMRI tasks,trm_553e85265f51e,,http://neurovault.org/collections/94/,94,audio sentences,,,,Sentence listening,,http://neurovault.org/media/images/94/sentence_listening_1.nii.gz,214610,412,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:00:26.414125Z,,Sentence listening,,,False,94.0,64.3846764848,0.859185053836,,,http://neurovault.org/media/images/94/transform_4mm_412.npy,,93.0,,http://neurovault.org/media/images/94/glass_brain_412_1.jpg,,http://neurovault.org/images/412/
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:38.577519Z,group,81.4101505622,,,left video click,cnt_553e86042df77,functional localizer fMRI tasks,trm_553e85265f51e,,http://neurovault.org/collections/94/,94,left video click,,,,Left button press visual cue,,http://neurovault.org/media/images/94/left_button_press_visual_cue_1.nii.gz,211862,401,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:00:06.507198Z,,Left Button Press Visual Cue,,,False,94.0,64.3846764848,0.859185053836,,,http://neurovault.org/media/images/94/transform_4mm_401.npy,,93.0,,http://neurovault.org/media/images/94/glass_brain_401_1.jpg,,http://neurovault.org/images/401/
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:16.814727Z,group,81.4101505622,,,right audio click,cnt_553e85d4af020,functional localizer fMRI tasks,trm_553e85265f51e,,http://neurovault.org/collections/94/,94,right audio click,,,,Right button press with an auditory cue,,http://neurovault.org/media/images/94/right_button_press_auditory_cue_1.nii.gz,213697,394,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:23:16.814754Z,,Right Button Press Auditory Cue,,,False,94.0,64.3846764848,0.859185053836,,,http://neurovault.org/media/images/94/transform_4mm_394.npy,,93.0,,http://neurovault.org/media/images/94/glass_brain_394_1.jpg,,http://neurovault.org/images/394/
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:57.901515Z,group,81.4101505622,,,checkerboard,cnt_553e8672a9f1d,functional localizer fMRI tasks,trm_553e85265f51e,,http://neurovault.org/collections/94/,94,checkerboard,,,,Visual Checkboard,,http://neurovault.org/media/images/94/checkerboard_1.nii.gz,215303,395,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:21:57.901534Z,,Checkerboard,,,False,94.0,64.3846764848,0.859185053836,,,http://neurovault.org/media/images/94/transform_4mm_395.npy,,93.0,,http://neurovault.org/media/images/94/glass_brain_395.jpg,,http://neurovault.org/images/395/
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:55.952281Z,group,81.4101505622,,,right video click,cnt_553e85fc78496,functional localizer fMRI tasks,trm_553e85265f51e,,http://neurovault.org/collections/94/,94,right video click,,,,Right button press with a visual cue,,http://neurovault.org/media/images/94/right_button_press_visual_cue_1.nii.gz,182519,407,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:22:55.952300Z,,Right Button Press Visual Cue,,,False,94.0,71.2059064807,0.859185053836,,,http://neurovault.org/media/images/94/transform_4mm_407.npy,,93.0,,http://neurovault.org/media/images/94/glass_brain_407.jpg,,http://neurovault.org/images/407/
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:47.650108Z,group,99.8932086851,,,easy trials all,cnt_553a6e24c3c78,temporal discounting task,tsk_4a57abb949e98,,http://neurovault.org/collections/98/,98,easy trials all,,,,,,http://neurovault.org/media/images/98/cope001_tstat1.nii.gz,879508,10728,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:22:47.650127Z,,task004 001 easy trials all,,,False,24.0,74.7139744014,0.0,,,http://neurovault.org/media/images/98/transform_4mm_10728.npy,,,,http://neurovault.org/media/images/98/glass_brain_10728.jpg,,http://neurovault.org/images/10728/
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:17.367108Z,group,99.8932086851,,,hard all minus easy all,cnt_553a6e52baf3b,temporal discounting task,tsk_4a57abb949e98,,http://neurovault.org/collections/98/,98,hard all minus easy all,,,,FSL5.0,,http://neurovault.org/media/images/98/task004_cope07_hard_all_vs_easy_all.nii.gz,870706,3049,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:23:17.367126Z,,task004 007 hard all vs easy all,,,False,24.0,74.7139744014,0.0,,,http://neurovault.org/media/images/98/transform_4mm_3049.npy,,,,http://neurovault.org/media/images/98/glass_brain_3049.jpg,,http://neurovault.org/images/3049/
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:23:22.577145Z,group,99.8796409361,,,reappraise negative stimulus minus attend negative stimulus,cnt_553a6ed942692,emotional regulation task,trm_4da890594742a,,http://neurovault.org/collections/98/,98,suppr neg minus att neg,,,,FSL5.0,,http://neurovault.org/media/images/98/task003_cope09_suppr_neg_vs_att_neg.nii.gz,878315,3047,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:23:22.577164Z,,task003 009 suppr neg vs att neg,,,False,24.0,74.7174088136,0.0,,,http://neurovault.org/media/images/98/transform_4mm_3047.npy,,,,http://neurovault.org/media/images/98/glass_brain_3047_1.jpg,,http://neurovault.org/images/3047/
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:27.573689Z,group,99.8796409361,,,attend negative minus attend neutral stimulus,cnt_5679bec3715cd,emotional regulation task,trm_4da890594742a,,http://neurovault.org/collections/98/,98,att neg minus att neut,,,,FSL5.0,,http://neurovault.org/media/images/98/task003_cope08_att_neg_vs_att_neut.nii.gz,878726,3046,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-21T17:22:27.573708Z,,task003 008 att neg vs att neut,,,False,24.0,74.7174088136,0.0,,,http://neurovault.org/media/images/98/transform_4mm_3046.npy,,,,http://neurovault.org/media/images/98/glass_brain_3046.jpg,,http://neurovault.org/images/3046/
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:35.194594Z,group,99.8643225098,,,unsuccessful minus successful,cnt_55399d987e2f1,stop signal task,tsk_4a57abb949e1a,,http://neurovault.org/collections/98/,98,unsucc minus succ stop,,,,FSL5.0,,http://neurovault.org/media/images/98/task002_cope07_unsucc_vs_succ_stop.nii.gz,873282,3043,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T20:59:13.418490Z,,task002 007 unsucc vs succ stop,,,False,24.0,74.7212863757,0.0,,,http://neurovault.org/media/images/98/transform_4mm_3043.npy,,,,http://neurovault.org/media/images/98/glass_brain_3043_1.jpg,,http://neurovault.org/images/3043/
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:39.719934Z,group,99.8643225098,,,successful stop trial,cnt_4c6b5fd5bfc41,stop signal task,tsk_4a57abb949e1a,,http://neurovault.org/collections/98/,98,successful stop,,,,FSL5.0,,http://neurovault.org/media/images/98/task002_cope02_succ_stop.nii.gz,878975,465,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:00:29.054197Z,,task002 002 successful stop,,,False,24.0,74.7212863757,0.0,,,http://neurovault.org/media/images/98/transform_4mm_465.npy,,,,http://neurovault.org/media/images/98/glass_brain_465_1.jpg,,http://neurovault.org/images/465/
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:39.626061Z,group,99.8590704779,,,cash average,cnt_55399f4618e42,balloon analogue risk task (BART),trm_4d559bcd67c18,,http://neurovault.org/collections/98/,98,accept,,,,FSL5.0,,http://neurovault.org/media/images/98/task001_cope01_accept.nii.gz,876423,463,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:00:26.687470Z,,task001 001 accept (cash average),,,False,24.0,74.7226158255,0.0,,,http://neurovault.org/media/images/98/transform_4mm_463.npy,,,,http://neurovault.org/media/images/98/glass_brain_463_1.jpg,,http://neurovault.org/images/463/
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:38.856611Z,group,99.8796409361,,,attend neutral stimulus,cnt_553a6e7daf8e6,emotional regulation task,trm_4da890594742a,,http://neurovault.org/collections/98/,98,look attention neutral cue,,,,FSL5.0,,http://neurovault.org/media/images/98/task003_cope02_att_neut.nii.gz,879274,461,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:00:10.624208Z,,task003 002 look attention neutral cue,,,False,24.0,74.7174088136,0.0,,,http://neurovault.org/media/images/98/transform_4mm_461.npy,,,,http://neurovault.org/media/images/98/glass_brain_461_1.jpg,,http://neurovault.org/images/461/
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:40.043911Z,group,99.8590704779,,,pumps average,cnt_55399f7c60721,balloon analogue risk task (BART),trm_4d559bcd67c18,,http://neurovault.org/collections/98/,98,reject,,,,FSL5.0,,http://neurovault.org/media/images/98/task001_cope03_reject.nii.gz,870752,459,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:00:34.446706Z,,task001 003 reject (pumps average),,,False,24.0,74.7226158255,0.0,,,http://neurovault.org/media/images/98/transform_4mm_459.npy,,,,http://neurovault.org/media/images/98/glass_brain_459_1.jpg,,http://neurovault.org/images/459/
