,contrast_text,contrast_uri,event_stamp,id,id_user
1078,number correct,,2013-01-18 18:49:05,cnt_50f9992176d5c,usr_4de5345b3b6a8
1079,number of correct rejections,,2013-01-18 18:49:25,cnt_50f999352af03,usr_4de5345b3b6a8
1080,false positives,,2013-01-18 18:49:35,cnt_50f9993f9d744,usr_4de5345b3b6a8
1081,gains minus losses,,2011-06-15 17:44:19,cnt_4df8ef730f4cb,usr_4de5345b3b6a8
1082,accuracy of participant minus average accuracy of controls,,2011-06-15 17:44:26,cnt_4df8ef7a8d7c3,usr_4de5345b3b6a8
1083,number correct,,2013-01-14 04:05:55,cnt_50f38423c93aa,usr_4de5345b3b6a8
1084,Interstimulus Interval (ISI),,2012-07-11 17:41:12,cnt_4ffdbab8b5539,usr_4f177506dde77
1085,highest level of command correctly performed,,2016-07-27 15:03:25,cnt_5798cd3deaac0,usr_579611e01221d
1086,accuracy of subject minus average accuracy of controls,,2011-06-09 21:27:06,cnt_4df13aaa3f2be,usr_4de5345b3b6a8
1087,Go trials,,2010-01-10 19:49:02,cnt_4b4a2f2e27574,usr_49a467bf4e0db
1088,Stop trial,,2010-01-10 19:49:26,cnt_4b4a2f46e2faa,usr_49a467bf4e0db
1089,stop minus go,,2011-06-06 21:59:33,cnt_4ded4dc5b5118,usr_4de5345b3b6a8
1090,accuracy of participant minus average accuracy of controls,,2011-06-07 19:45:17,cnt_4dee7fcd869e8,usr_4de5345b3b6a8
1091,d&#39; (difference between correct identifications and false alarms),,2011-06-15 22:01:48,cnt_4df92bccc5ae1,usr_4de5345b3b6a8
1092,hider,,2011-06-02 18:54:33,cnt_4de7dc695fabb,usr_4de5345b3b6a8
1093,guesser,,2011-06-02 18:56:10,cnt_4de7dcca346d1,usr_4de5345b3b6a8
1094,object occlusion and misinformation scores,,2011-06-02 19:01:15,cnt_4de7ddfb129a6,usr_4de5345b3b6a8
1095,accuracy,,2011-06-02 19:02:44,cnt_4de7de54cdce7,usr_4de5345b3b6a8
1096,spoken language,,2013-10-30 17:11:03,cnt_52713da7a1f5d,usr_51bc76ae9636c
1097,written language,,2013-10-30 17:14:56,cnt_52713e90e499d,usr_51bc76ae9636c
1098,general language,,2013-10-30 17:15:15,cnt_52713ea34e4a3,usr_51bc76ae9636c
1099,Switch trial,,2010-04-23 18:49:18,cnt_4bd1ebae45752,usr_4bd1dae5124ba
1100,Repeat trial,,2010-04-23 18:50:03,cnt_4bd1ebdb08e17,usr_4bd1dae5124ba
1101,switch trial - repeat trial = switch cost,,2010-04-23 18:52:00,cnt_4bd1ec505dd14,usr_4bd1dae5124ba
1102,participant score minus average score of non-smoking controls,,2011-06-20 20:58:43,cnt_4dffb483c4c3f,usr_4de5345b3b6a8
1103,average score of smoking controls minus participant score,,2011-06-20 20:59:09,cnt_4dffb49d604fa,usr_4de5345b3b6a8
1104,eye movement reaction time,,2015-04-09 22:01:14,cnt_5526f6aa83790,usr_4e42a3196fbcd
1105,main experiment,,2015-04-28 17:56:59,cnt_553fc9eb4a0ab,usr_51bc76ae9636c
1106,main experiment minus control experiment,,2015-04-28 17:57:08,cnt_553fc9f429430,usr_51bc76ae9636c
1107,control experiment,,2015-04-28 17:57:14,cnt_553fc9fa8a39b,usr_51bc76ae9636c
1108,main plus control experiment,,2015-04-29 22:58:31,cnt_5541621795e47,usr_51bc76ae9636c
1109,classification trials: deterministic,,2015-03-05 21:34:03,cnt_54f8cbcb6fab6,usr_49a467bf4e0db
1110,classification trials: probabilistic,,2011-11-11 04:55:48,cnt_4ebcaad4c41d7,usr_4cf5de07654c8
1111,junk single-task items,,2015-04-24 15:57:05,cnt_553a67d1e4b8e,usr_51bc76ae9636c
1112,junk dual-task items,,2015-04-24 15:57:14,cnt_553a67dadf57e,usr_51bc76ae9636c
1113,areas of activation during task minus baseline,,2014-04-10 12:38:09,cnt_534690b1afd30,usr_49a467bf4e0db
1114,areas of activation during covert minus areas of activation during overt,,2014-04-10 12:38:09,cnt_534690b1b9fd1,usr_49a467bf4e0db
1115,Repetition minus baseline,,2014-04-10 12:44:13,cnt_5346921d1d3fa,usr_49a467bf4e0db
1116,cue onset asynchrony,,2011-07-28 22:52:16,cnt_4e31e8204dad4,usr_4e31cbdaeab0d
1117,standard deviation from the mean score,,2011-06-20 19:07:26,cnt_4dff9a6e99c08,usr_4de5345b3b6a8
1118,number of adjacent pairs correct,,2013-01-07 18:32:58,cnt_50eb14da0c5d3,usr_4de5345b3b6a8
1119,d&#39; (difference between correct identifications and false alarms),,2011-06-21 20:41:11,cnt_4e0101e7e8898,usr_4de5345b3b6a8
1120,frequency of participant&#39;s saccades minus average saccade frequency,,2011-06-21 20:52:32,cnt_4e0104905eaa1,usr_4de5345b3b6a8
1121,path of eye movements,,2011-06-21 20:53:44,cnt_4e0104d85693b,usr_4de5345b3b6a8
1122,standard deviation from the mean accuracy score,,2011-06-15 22:57:32,cnt_4df938dc89175,usr_4de5345b3b6a8
1123,accuracy of participant minus average accuracy of controls,,2011-06-15 23:00:15,cnt_4df9397fa59bd,usr_4de5345b3b6a8
1124,gains minus losses,,2011-06-15 23:03:24,cnt_4df93a3c9bd2c,usr_4de5345b3b6a8
1125,proportion of correct responses,,2012-08-08 00:09:16,cnt_5021ae2c2ab3c,usr_4f177506dde77
1126,commission errors (false alarms),,2012-07-18 19:23:39,cnt_50070d3b312f4,usr_4f177506dde77
1127,proportion of correct to incorrect responses,,2012-07-18 19:32:45,cnt_50070f5d10c03,usr_4f177506dde77
1128,activity level / energy,,2013-11-29 19:15:29,cnt_5298e7d15982e,usr_51bc76ae9636c
1129,attentional focusing,,2013-11-29 19:15:42,cnt_5298e7de72d54,usr_51bc76ae9636c
1130,attentional shifting,,2013-11-29 19:15:53,cnt_5298e7e9cce5d,usr_51bc76ae9636c
1131,cuddliness,,2013-11-29 19:16:06,cnt_5298e7f615c45,usr_51bc76ae9636c
1132,discomfort,,2013-11-29 19:16:15,cnt_5298e7ffb4564,usr_51bc76ae9636c
1133,fear,,2013-11-29 19:16:36,cnt_5298e814e6fcd,usr_51bc76ae9636c
1134,frustration,,2013-11-29 19:16:49,cnt_5298e8212f015,usr_51bc76ae9636c
1135,high intensity pleasure,,2013-11-29 19:17:04,cnt_5298e8307848f,usr_51bc76ae9636c
1136,impulsivity,,2013-11-29 19:17:49,cnt_5298e85d6d494,usr_51bc76ae9636c
1137,inhibitory control,,2013-11-29 19:18:02,cnt_5298e86a0ad46,usr_51bc76ae9636c
1138,low intensity pleasure,,2013-11-29 19:18:15,cnt_5298e8770e879,usr_51bc76ae9636c
1139,motor activation,,2013-11-29 19:18:48,cnt_5298e898828cf,usr_51bc76ae9636c
1140,perceptual sensitivity,,2013-11-29 19:19:04,cnt_5298e8a800088,usr_51bc76ae9636c
1141,positive anticipation,,2013-11-29 19:19:17,cnt_5298e8b54ac46,usr_51bc76ae9636c
1142,sadness,,2013-11-29 19:19:36,cnt_5298e8c899b82,usr_51bc76ae9636c
1143,shyness,,2013-11-29 19:19:49,cnt_5298e8d589544,usr_51bc76ae9636c
1144,soothability,,2013-11-29 19:20:01,cnt_5298e8e13c3a3,usr_51bc76ae9636c
1145,sociability,,2013-11-29 19:26:37,cnt_5298ea6de528f,usr_51bc76ae9636c
1146,remembered minus forgotten,,2015-04-27 23:30:26,cnt_553ec692268ca,usr_51bc76ae9636c
1147,remembered plus forgotten minus null events,,2015-04-27 23:30:40,cnt_553ec6a0a72d3,usr_51bc76ae9636c
1148,accuracy of participant minus average accuracy of controls,,2011-06-13 23:53:58,cnt_4df6a3169f42a,usr_4de5345b3b6a8
1149,Punish,,2015-04-17 18:00:35,cnt_55314a4320df9,usr_51bc76ae9636c
1150,Reward,,2015-04-17 18:00:43,cnt_55314a4b8ec77,usr_51bc76ae9636c
1151,Punish minus Reward,,2015-04-17 18:01:46,cnt_55314a8aa3751,usr_51bc76ae9636c
1152,Negative Punish,,2015-04-17 18:01:59,cnt_55314a9748fe6,usr_51bc76ae9636c
1153,Negative Reward,,2015-04-17 18:02:18,cnt_55314aaa2239e,usr_51bc76ae9636c
1154,Reward minus Punish,,2015-04-17 18:02:37,cnt_55314abd12b63,usr_51bc76ae9636c
1155,accuracy of participant minus average accuracy of controls,,2011-06-15 18:59:43,cnt_4df9011fa1f5b,usr_4de5345b3b6a8
1156,accuracy during task minus accuracy of some baseline test (like matching),,2011-06-15 19:00:43,cnt_4df9015bcfad3,usr_4de5345b3b6a8
1157,CS-US interval,,2012-08-09 17:57:13,cnt_5023f9f966183,usr_4f177506dde77
1158,breath-holding index (mean blood flow velocity over time),,2011-06-01 20:00:33,cnt_4de69a61a2545,usr_4de5345b3b6a8
1159,the examiner&#39;s evaluation,,2011-06-17 21:44:48,cnt_4dfbcad0d0f28,usr_4de5345b3b6a8
1160,gross motor,,2013-10-19 19:00:55,cnt_5262d6e7255a4,usr_51bc76ae9636c
1161,visual reception,,2013-10-19 19:01:04,cnt_5262d6f024e7d,usr_51bc76ae9636c
1162,fine motor,,2013-10-19 19:01:19,cnt_5262d6ff7da05,usr_51bc76ae9636c
1163,expressive language,,2013-10-19 19:01:29,cnt_5262d709f36dd,usr_51bc76ae9636c
1164,receptive language,,2013-10-19 19:01:40,cnt_5262d714c6169,usr_51bc76ae9636c
1165,average accuracy of controls minus accuracy of participant,,2011-06-13 21:15:35,cnt_4df67df7aaaea,usr_4de5345b3b6a8
1166,response time to risky choices minus response time to non-risky choices,,2011-06-23 22:21:27,cnt_4e03bc67764f5,usr_4de5345b3b6a8
1167,number of participant&#39;s risky choices minus average number of risky choices,,2011-06-23 22:21:53,cnt_4e03bc8177610,usr_4de5345b3b6a8
1168,same images,,2011-06-01 21:21:56,cnt_4de6ad74bd885,usr_4de5345b3b6a8
1169,novel images,,2011-06-01 21:23:31,cnt_4de6add395167,usr_4de5345b3b6a8
1170,novel images with noise,,2011-06-01 21:25:18,cnt_4de6ae3e231dd,usr_4de5345b3b6a8
1171,stimulus onset asynchrony (SOA),,2012-08-06 20:11:59,cnt_5020250f031a2,usr_4f177506dde77
1172,longest correct sequence of controls minus longest correct sequence of subject,,2011-06-09 23:33:50,cnt_4df1585e55f60,usr_4de5345b3b6a8
1173,average number of trials per pattern change,,2011-06-06 16:49:19,cnt_4ded050f2e7f1,usr_4de5345b3b6a8
1174,accuracy of subject minus average accuracy of controls,,2011-06-09 17:54:12,cnt_4df108c45e041,usr_4de5345b3b6a8
1175,proportion of dots moving randomly,,2012-07-30 21:52:24,cnt_501702188843e,usr_4f177506dde77
1176,proportion of dots moving in a specific direction other than target,,2012-08-14 18:34:58,cnt_502a9a529d5d1,usr_4f177506dde77
1177,parametric acquired bias,,2015-04-28 17:35:48,cnt_553fc4f4362c1,usr_51bc76ae9636c
1178,parametric context based action reward error,,2015-04-28 17:36:01,cnt_553fc50126261,usr_51bc76ae9636c
1179,receptive language,,2013-10-30 16:49:00,cnt_5271387cc163d,usr_51bc76ae9636c
1180,expressive language,,2013-10-30 16:49:29,cnt_52713899ea192,usr_51bc76ae9636c
1181,total score,,2013-10-30 17:00:26,cnt_52713b2a0d0e7,usr_51bc76ae9636c
1182,total score,,2013-01-14 08:06:36,cnt_50f3bc8c135bc,usr_4de5345b3b6a8
1183,energy/extraversion,,2013-09-22 21:08:04,cnt_523f5c34d27c1,usr_51bc76ae9636c
1184,conscientiousness,,2013-09-22 21:08:29,cnt_523f5c4dc38bf,usr_51bc76ae9636c
1185,emotional instability,,2013-09-22 21:08:46,cnt_523f5c5e490b9,usr_51bc76ae9636c
1186,agreeableness,,2013-09-22 21:09:00,cnt_523f5c6c34adc,usr_51bc76ae9636c
1187,intellect/openness,,2013-09-22 21:09:27,cnt_523f5c876e89c,usr_51bc76ae9636c
1188,number or percentage of words remembered,,2011-06-07 17:26:25,cnt_4dee5f41244cc,usr_4de5345b3b6a8
1189,mean grip strength,,2013-11-29 22:13:06,cnt_52991172871a9,usr_51bc76ae9636c
1190,grooved peg total time,,2013-11-29 22:15:01,cnt_529911e50beb7,usr_51bc76ae9636c
1191,localized brain activation in face matching versus other object matching,,2012-08-07 19:13:05,cnt_502168c10e933,usr_4f177506dde77
1192,reverse role passive minus reverse role active,,2016-07-25 16:54:11,cnt_57964433e0efb,usr_579611e01221d
1193,reverse role minus lexical,,2016-07-25 16:53:54,cnt_5796442240254,usr_579611e01221d
1194,supra-span minus span,,2011-06-27 21:52:23,cnt_4e08fb9717d43,usr_4de5345b3b6a8
1195,percent correct,,2015-07-13 00:08:37,cnt_55a3018591a8d,usr_4e42a3196fbcd
1196,social interest,,2013-09-23 14:53:20,cnt_524055e0365e7,usr_51bc76ae9636c
1197,expressiveness,,2013-09-23 14:53:32,cnt_524055ec1c81d,usr_51bc76ae9636c
1198,restricted interests,,2013-09-23 14:53:52,cnt_52405600433b6,usr_51bc76ae9636c
1199,conversational skill,,2013-09-23 14:54:03,cnt_5240560bb6b8c,usr_51bc76ae9636c
1200,Comprehension,,2011-06-10 22:20:53,cnt_4df298c596941,usr_4de5345b3b6a8
1201,Production,,2011-06-10 22:21:49,cnt_4df298fddce13,usr_4de5345b3b6a8
1202,areas of activation during task minus baseline,,2011-06-10 22:22:08,cnt_4df29910c149e,usr_4de5345b3b6a8
1203,accuracy of subject minus average accuracy of controls,,2011-06-10 22:23:52,cnt_4df29978d4002,usr_4de5345b3b6a8
1204,Inter Stimulus Interval,,2015-04-07 22:20:57,cnt_55245849e85e0,usr_4e42a3196fbcd
1205,Color,,2015-04-07 22:26:40,cnt_552459a006d45,usr_4e42a3196fbcd
1206,lips,,2015-04-24 16:19:39,cnt_553a6d1b80024,usr_51bc76ae9636c
1207,finger,,2015-04-24 16:20:21,cnt_553a6d4507859,usr_51bc76ae9636c
1208,foot,,2015-04-24 16:20:27,cnt_553a6d4b20f76,usr_51bc76ae9636c
1209,invalidly minus validly cued objects,,2015-04-24 16:04:39,cnt_553a69974d4eb,usr_51bc76ae9636c
1210,cue minus fixation,,2015-04-24 16:04:54,cnt_553a69a6226a2,usr_51bc76ae9636c
1211,response time to identify target,,2015-07-13 00:12:58,cnt_55a3028a5477b,usr_4e42a3196fbcd
1212,Stimulation at PT+1.3°C minus Baseline,,2011-08-31 18:25:43,cnt_4e5e7ca787237,usr_4e4a7f57b30e6
1213,Stimulation at PT+0.7°C minus Baseline,,2011-08-31 18:25:15,cnt_4e5e7c8b11873,usr_4e4a7f57b30e6
1214,Stimulation at PT-0.7°C minus Baseline,,2011-08-31 18:24:37,cnt_4e5e7c658c494,usr_4e4a7f57b30e6
1215,Stimulation at PT-1.0°C minus Baseline,,2011-08-31 18:24:17,cnt_4e5e7c5149eec,usr_4e4a7f57b30e6
1216,risky option,,2011-06-01 23:06:29,cnt_4de6c5f53e708,usr_4de5345b3b6a8
1217,non-risky option,,2011-06-01 23:07:26,cnt_4de6c62e9b5da,usr_4de5345b3b6a8
1218,tone counting probe,,2015-03-05 21:31:19,cnt_54f8cb27bce65,usr_49a467bf4e0db
1219,tone counting trials,,2011-11-11 04:51:45,cnt_4ebca9e1d3a16,usr_4cf5de07654c8
1220,Semantically correct,,2011-06-16 20:42:59,cnt_4dfa6ad39f546,usr_4de5345b3b6a8
1221,Semantically anomalous,,2011-06-16 20:44:12,cnt_4dfa6b1c622b1,usr_4de5345b3b6a8
1222,d&#39; (difference between correct identifications and false alarms),,2011-06-16 20:46:37,cnt_4dfa6bad0c724,usr_4de5345b3b6a8
1223,accuracy on semantically anomalous sentences minus accuracy on semantically correct sentences,,2011-06-16 20:47:30,cnt_4dfa6be222aa7,usr_4de5345b3b6a8
1224,accuracy of participant minus average accuracy of controls,,2011-06-17 23:17:29,cnt_4dfbe08944a96,usr_4de5345b3b6a8
1225,Internalizing,,2013-09-20 20:01:22,cnt_523ca992819fd,usr_51bc76ae9636c
1226,Externalizing,,2013-09-20 20:00:08,cnt_523ca9488df58,usr_51bc76ae9636c
1227,response time to second stimulus minus response time to first stimulus,,2011-06-20 17:40:19,cnt_4dff8603c1398,usr_4de5345b3b6a8
1228,precision of participant minus precision of controls,,2011-06-20 17:41:49,cnt_4dff865de2859,usr_4de5345b3b6a8
1229,level of processing (semantic versus phonemic or structural),,2012-07-23 19:58:03,cnt_500daccbafe09,usr_4f177506dde77
1230,span length,,2013-01-17 20:44:20,cnt_50f862a47dd49,usr_4de5345b3b6a8
1231,false positives,,2013-01-17 20:44:30,cnt_50f862ae98fc9,usr_4de5345b3b6a8
1232,Congruent Cue,,2011-06-21 21:19:39,cnt_4e010aebbc19d,usr_4de5345b3b6a8
1233,Incongruent Cue,,2011-06-21 21:20:12,cnt_4e010b0c971d5,usr_4de5345b3b6a8
1234,reaction time to incongruent cues minus reaction time to congruent cues,,2011-06-21 21:20:50,cnt_4e010b32b9f74,usr_4de5345b3b6a8
1235,final reversal errors minus correct responses,,2012-07-30 19:50:54,cnt_5016e59e25341,usr_4f177506dde77
1236,other preceding reversal errors minus correct responses,,2012-07-30 19:51:07,cnt_5016e5ab53cce,usr_4f177506dde77
1237,probabilistic errors minus correct responses,,2012-07-30 19:51:20,cnt_5016e5b8068a9,usr_4f177506dde77
1238,final reversal errors minus other preceding reversal errors,,2012-07-30 19:51:31,cnt_5016e5c349611,usr_4f177506dde77
1239,final reversal errors minus probabilistic errors,,2012-07-30 19:51:42,cnt_5016e5cec4bf4,usr_4f177506dde77
1240,task A vs. task B,,2016-05-13 17:07:29,cnt_573609d150d95,usr_5550e439ddade
1241,delayed inention vs. no delayed intention,,2016-05-13 17:07:47,cnt_573609e3a736d,usr_5550e439ddade
1242,response time * accuracy compared to median,,2012-08-08 19:04:57,cnt_5022b85961b86,usr_4f177506dde77
1243,theta score,,2013-01-07 18:07:03,cnt_50eb0ec7d3a0e,usr_4de5345b3b6a8
1244,inattention score,,2013-10-14 19:58:07,cnt_525c4ccfd861d,usr_51bc76ae9636c
1245,hyperactivity score,,2013-10-14 19:58:23,cnt_525c4cdf291ad,usr_51bc76ae9636c
1246,learning problems,,2013-10-14 19:58:43,cnt_525c4cf3157f7,usr_51bc76ae9636c
1247,executive functioning,,2013-10-14 19:58:58,cnt_525c4d023f957,usr_51bc76ae9636c
1248,aggression,,2013-10-14 19:59:12,cnt_525c4d10ef555,usr_51bc76ae9636c
1249,peer relations,,2013-10-14 19:59:37,cnt_525c4d2927062,usr_51bc76ae9636c
1250,oppositional,,2013-11-28 22:54:28,cnt_5297c9a46ea03,usr_51bc76ae9636c
1251,perfectionism,,2013-11-28 22:55:23,cnt_5297c9dbcc0ef,usr_51bc76ae9636c
1252,social cognition,,2013-11-28 22:56:31,cnt_5297ca1f4b4b9,usr_51bc76ae9636c
1253,cognitive problems,,2013-11-28 22:56:41,cnt_5297ca29b8826,usr_51bc76ae9636c
1254,anxiety,,2013-11-29 22:25:03,cnt_5299143fed521,usr_51bc76ae9636c
1255,high-value go choice at probe,,2015-04-27 18:05:15,cnt_553e7a5b2584d,usr_51bc76ae9636c
1256,high-value go minus nogo at probe,,2015-04-27 18:05:22,cnt_553e7a6205b87,usr_51bc76ae9636c
1257,nogo last scan training run,,2015-04-30 18:32:48,cnt_5542755046230,usr_51bc76ae9636c
1258,go last scan training run,,2015-04-30 18:32:41,cnt_5542754960e93,usr_51bc76ae9636c
1259,trace interval duration,,2012-08-09 18:18:40,cnt_5023ff000759f,usr_4f177506dde77
1260,total score,,2015-06-20 20:08:53,cnt_5585c855ab224,usr_51bc76ae9636c
1261,average degrees of movement minus participant degrees of movement,,2011-06-23 21:21:58,cnt_4e03ae76b40ab,usr_4de5345b3b6a8
1262,percent correct,,2013-01-16 23:23:31,cnt_50f73673c04d8,usr_4de5345b3b6a8
1263,punishment,,2012-08-09 19:36:02,cnt_50241122ad82b,usr_4f177506dde77
1264,reinforcement,,2012-08-09 19:39:57,cnt_5024120d1b9af,usr_4f177506dde77
1265,behavior - consequence interval,,2012-08-09 20:11:23,cnt_5024196b356d6,usr_4f177506dde77
1266,post-extinction duration,,2012-08-20 22:47:39,cnt_5032be8b13109,usr_4f177506dde77
1267,Noxious minus non-noxious stimulation,,2011-08-30 15:57:51,cnt_4e5d087f98fb2,usr_4e4a7f57b30e6
1268,number correct,,2013-01-17 18:34:45,cnt_50f844459f8c3,usr_4de5345b3b6a8
1269,shift-related incorrect responses,,2013-01-17 18:34:53,cnt_50f8444dd50db,usr_4de5345b3b6a8
1270,response time with competing stimuli minus response time with a single stimuli or congruent stimuli,,2011-06-16 18:09:28,cnt_4dfa46d8c1622,usr_4de5345b3b6a8
1271,accuracy with a single stimuli or congruent stimuli minus accuracy with competing stimuli ,,2011-06-16 18:11:30,cnt_4dfa4752a1120,usr_4de5345b3b6a8
1272,total score,,2015-07-15 18:20:54,cnt_55a6a486c0fca,usr_51bc76ae9636c
1273,number of correct identifications,,2011-06-03 23:23:04,cnt_4de96cd8c9aad,usr_4de5345b3b6a8
1274,number of correct identifications,,2012-07-17 20:35:05,cnt_5005cc79902cc,usr_4f177506dde77
1275,Noxious Cold minus Innocuous Cool,,2011-09-06 16:45:34,cnt_4e664e2ed4231,usr_4e4a7f57b30e6
1276,Innocuous Cool minus Neutral,,2011-09-06 16:46:04,cnt_4e664e4c90bf1,usr_4e4a7f57b30e6
1277,target infrequent omission,,2012-07-31 22:24:24,cnt_50185b18ad99e,usr_4f177506dde77
1278,target frequent commission,,2012-07-31 22:24:36,cnt_50185b2433de1,usr_4f177506dde77
1279,one cue versus two cues,,2012-07-18 19:46:15,cnt_500712871f6d5,usr_4f177506dde77
1280,short versus long,,2012-07-18 19:46:22,cnt_5007128e8defa,usr_4f177506dde77
1281,classification learning trials,,2013-05-02 05:37:00,cnt_5181fb7c1b60c,usr_4cf5de07654c8
1282,number of words divided by time,,2011-06-22 17:59:16,cnt_4e022d7430161,usr_4de5345b3b6a8
1283,areas of activation during task minus baseline,,2011-06-22 18:10:43,cnt_4e02302350f17,usr_4de5345b3b6a8
1284,ERP strength minus baseline,,2011-06-22 18:19:29,cnt_4e0232312c822,usr_4de5345b3b6a8
1285,(out-of-phase) - (in-phase),,2012-07-17 20:28:17,cnt_5005cae1dffba,usr_4f177506dde77
1286,positive feedback,,2011-06-03 17:41:29,cnt_4de91cc952b43,usr_4de5345b3b6a8
1287,negative feedback,,2011-06-03 17:41:57,cnt_4de91ce5f279a,usr_4de5345b3b6a8
1288,accuracy with learning minus accuracy without learning/practice,,2011-06-16 22:00:49,cnt_4dfa7d117d48f,usr_4de5345b3b6a8
1289,accuracy of participant minus average accuracy of controls,,2011-06-16 22:00:58,cnt_4dfa7d1ad09a6,usr_4de5345b3b6a8
1290,visual immediate,,2013-08-22 21:27:13,cnt_52168231ae8b5,usr_51bc76ae9636c
1291,visual delayed,,2013-08-22 21:15:08,cnt_52167f5cba608,usr_51bc76ae9636c
1292,verbal immediate,,2013-08-22 21:15:29,cnt_52167f717dac6,usr_51bc76ae9636c
1293,verbal delayed,,2013-08-22 21:15:44,cnt_52167f804e5e1,usr_51bc76ae9636c
1294,general memory,,2013-08-22 21:16:05,cnt_52167f957d6ea,usr_51bc76ae9636c
1295,attention/concentration,,2013-08-22 21:16:24,cnt_52167fa84c173,usr_51bc76ae9636c
1296,learning,,2013-08-22 21:16:41,cnt_52167fb957a15,usr_51bc76ae9636c
1297,delayed recognition,,2013-08-22 21:16:56,cnt_52167fc85b968,usr_51bc76ae9636c
1298,meaningless,,2011-05-31 19:00:12,cnt_4de53abc62d10,usr_4de5345b3b6a8
1299,meaningful,,2011-05-31 18:59:35,cnt_4de53a9746a40,usr_4de5345b3b6a8
1300,immediate accuracy minus delayed accuracy,,2011-06-27 22:02:22,cnt_4e08fdee5aec9,usr_4de5345b3b6a8
1301,accuracy for meaningful actions minus accuracy for meaningless actions,,2011-06-27 22:02:45,cnt_4e08fe051b67b,usr_4de5345b3b6a8
1302,standard deviation from the mean accuracy score,,2011-06-27 22:03:35,cnt_4e08fe37729fc,usr_4de5345b3b6a8
1303,Capsaicin-Evoked Pain versus Rest,,2011-09-09 15:25:02,cnt_4e6a2fce43903,usr_4e4a7f57b30e6
1304,interfering versus non-interfering,,2012-08-07 20:02:01,cnt_502174397e768,usr_4f177506dde77
1305,identification of global feature versus identification of local feature,,2012-08-07 21:24:14,cnt_5021877eb2bcf,usr_4f177506dde77
1306,Cold pain vs. Baseline,,2011-09-01 18:32:17,cnt_4e5fcfb15979e,usr_4e4a7f57b30e6
1307,Cool vs. Baseline,,2011-09-01 18:32:39,cnt_4e5fcfc70842b,usr_4e4a7f57b30e6
1308,Thermal Grill vs. Baseline,,2011-09-01 18:33:06,cnt_4e5fcfe2883a1,usr_4e4a7f57b30e6
1309,Warm vs. Baseline,,2011-09-01 18:33:24,cnt_4e5fcff423ea1,usr_4e4a7f57b30e6
1310,Heat pain vs. Baseline,,2011-09-01 18:33:40,cnt_4e5fd004d47d7,usr_4e4a7f57b30e6
1311,number of moves required to complete task,,2012-07-31 21:24:50,cnt_50184d223ef01,usr_4f177506dde77
1312,blunt affect,,2015-07-15 18:16:57,cnt_55a6a399ea943,usr_51bc76ae9636c
1313,alogia,,2015-07-15 18:17:07,cnt_55a6a3a385759,usr_51bc76ae9636c
1314,avolition,,2015-07-15 18:17:15,cnt_55a6a3abcd129,usr_51bc76ae9636c
1315,anhedonia,,2015-07-15 18:17:24,cnt_55a6a3b4b552d,usr_51bc76ae9636c
1316,attention,,2015-07-15 18:17:30,cnt_55a6a3ba669c9,usr_51bc76ae9636c
1317,total correct responses for all categories,,2011-06-01 22:08:58,cnt_4de6b87a44743,usr_4de5345b3b6a8
1318,total score,,2015-07-15 18:34:24,cnt_55a6a7b01babb,usr_51bc76ae9636c
1319,emotional rating to picture stimuli minus emotional rating to neutral baseline picture,,2011-06-17 22:08:30,cnt_4dfbd05eb07d6,usr_4de5345b3b6a8
1320,Matching,,2010-01-31 20:20:26,cnt_4b65e60a2f37a,usr_4b64af5545a03
1321,Non-matching,,2010-01-31 20:21:00,cnt_4b65e62c5351c,usr_4b64af5545a03
1322,response time to non-matching minus response time to matching,,2011-06-22 20:54:44,cnt_4e025694022e0,usr_4de5345b3b6a8
1323,accuracy of participant minus average accuracy of controls,,2011-06-22 20:54:53,cnt_4e02569dd0139,usr_4de5345b3b6a8
1324,Matrix Reasoning,,2011-06-21 22:26:15,cnt_4e011a8762e55,usr_4de5345b3b6a8
1325,Block Design,,2011-06-21 22:27:42,cnt_4e011aded6b9e,usr_4de5345b3b6a8
1326,Similarities,,2011-06-21 22:28:14,cnt_4e011afe30540,usr_4de5345b3b6a8
1327,Vocabulary,,2011-06-21 22:28:56,cnt_4e011b28cebdc,usr_4de5345b3b6a8
1328,participant IQ minus average IQ,,2011-06-21 22:35:33,cnt_4e011cb5c3e85,usr_4de5345b3b6a8
1329,total score,,2013-10-22 18:21:22,cnt_5266c222da58d,usr_51bc76ae9636c
1330,number of false positives,,2011-06-02 17:17:37,cnt_4de7c5b19456f,usr_4de5345b3b6a8
1331,number of false negatives (missed words),,2011-06-02 17:18:23,cnt_4de7c5df194ea,usr_4de5345b3b6a8
1332,number of correct identifications,,2011-06-02 17:21:50,cnt_4de7c6ae5a2a1,usr_4de5345b3b6a8
1333,angular distance between test view and study view,,2012-07-30 23:16:30,cnt_501715cead551,usr_4f177506dde77
1334,overall similarity to intended picture,,2011-06-03 20:49:02,cnt_4de948beb7f3c,usr_4de5345b3b6a8
1335,areas of activation during task minus baseline,,2011-06-13 23:17:38,cnt_4df69a929ce35,usr_4de5345b3b6a8
1336,real visual areas of activation minus imagined task areas of activation,,2011-06-07 16:43:09,cnt_4dee551d3a46b,usr_4de5345b3b6a8
1337,physical representation of imagined object,,2011-06-07 17:00:46,cnt_4dee593ebfcc7,usr_4de5345b3b6a8
